Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cell_type
prerank,Myc Targets V1,-0.34331936750820774,-1.6507481079450006,0.0,0.008625212158617498,0.043,103/196,28.82%,SERBP1;PPM1G;LSM2;RAD23B;NOP16;EIF3B;CCT2;PSMA4;PCBP1;IMPDH2;SET;COX5A;PRDX3;CCT3;CYC1;PSMA7;HDAC2;C1QBP;TRIM28;NME1;APEX1;MCM5;SMARCC1;PWP1;RACK1;MRPS18B;CTPS1;PSMD8;PSMB3;CBX3;HDDC2;AIMP2;SNRPD3;PSMC4;HPRT1;HNRNPD;PSMB2;SLC25A3;MYC;NCBP2;SNRPD1;COPS5;VDAC1;CCT5;PRPS2;TFDP1;LSM7;TYMS;HDGF;KPNA2;PPIA;PSMC6;KPNB1;EXOSC7;MCM4;UBA2;EIF2S2;STARD7;U2AF1;PSMA2;UBE2E1;PCNA;ACP1;CCT4;XRCC6;SNRPG;IARS1;EIF4G2;MRPL23;CAD;SF3A1;RSL1D1;DHX15;SNRPB2;ILF2;HNRNPA2B1;EIF3D;CCT7;PHB2;YWHAE;NOLC1;NPM1;MCM7;EIF4A1;ORC2;RFC4;GNL3;FAM120A;VDAC3;RAN;CLNS1A;DDX21;MCM2;CDK2;RPS5;PSMA1;EIF3J;NHP2;RUVBL2;POLE3;PSMD1;PSMD3;G3BP1,CD8_GZMK__naive_Tcm
prerank,Myc Targets V2,-0.4214565332043001,-1.6180886764433138,0.003436426116838488,0.010029316463508717,0.059,28/56,25.89%,NOP16;NDUFAF4;TMEM97;MCM5;PES1;TFB2M;SLC19A1;CBX3;AIMP2;MRTO4;MYC;IPO4;TBRG4;PLK4;GRWD1;MCM4;HK2;IMP4;PPRC1;NIP7;EXOSC5;WDR43;NOC4L;BYSL;NOLC1;TCOF1;NPM1;GNL3,CD8_GZMK__naive_Tcm
prerank,Hypoxia,0.38075513763350227,1.499452349299296,0.006527415143603133,0.05865060791141047,0.336,48/131,18.83%,S100A4;RORA;IGFBP3;DUSP1;ENO2;RRAGD;KLF6;TPD52;IDS;BHLHE40;SAP30;ERRFI1;FOS;TGFBI;WSB1;CXCR4;ERO1A;PDGFB;FOSL2;HSPA5;MXI1;ATF3;P4HA1;UGP2;PAM;TIPARP;IER3;PLAUR;PPP1R15A;FBP1;DDIT4;CDKN1B;ALDOA;NDRG1;GBE1;FOXO3;AMPD3;SLC25A1;BCL2;ZFP36;PNRC1;JUN;ANXA2;CASP6;ILVBL;NFIL3;CDKN1A;TNFAIP3,CD8_GZMK__naive_Tcm
prerank,Mitotic Spindle,-0.3188024828552827,-1.482804013357298,0.0045045045045045045,0.025789670906165275,0.162,30/172,8.47%,SMC4;PCNT;SPTBN1;EPB41;RAPGEF6;MYO1E;RASA2;SEPTIN9;FLNB;LMNB1;CAPZB;NET1;SSH2;BCL2L11;CENPF;TIAM1;RANBP9;RHOF;RABGAP1;CENPE;TPX2;TLK1;ARHGEF11;TOP2A;EPB41L2;SMC1A;ARAP3;BIRC5;KPTN;ARHGEF7,CD8_GZMK__naive_Tcm
prerank,Myogenesis,0.39354819594689633,1.4773306226566623,0.02027027027027027,0.06667760716935899,0.415,19/89,8.91%,IGFBP3;SORBS3;ITGB1;ADCY9;FHL1;NAV2;CHRNA1;SGCD;FXYD1;CLU;SVIL;BHLHE40;PRNP;PSEN2;GABARAPL2;GNAO1;SORBS1;GADD45B;TPM3,CD8_GZMK__naive_Tcm
prerank,KRAS Signaling Up,0.3846380205424698,1.476966573137607,0.005555555555555556,0.05949096536458829,0.417,29/105,12.04%,CFH;IGFBP3;KIF5C;FGF9;NAP1L2;ID2;ACE;ADAM8;PRDM1;IL7R;IL10RA;WNT7A;PCSK1N;CCND2;LCP1;EMP1;RABGAP1L;CXCR4;GALNT3;ERO1A;ABCB1;GFPT2;CDADC1;PLAUR;PPP1R15A;MAP4K1;RGS16;HDAC9;NIN,CD8_GZMK__naive_Tcm
prerank,Protein Secretion,0.3982902545603248,1.4708705103849855,0.014945652173913044,0.05603915748615789,0.429,30/87,19.91%,CD63;TPD52;RPS6KA3;TMED10;ANP32E;GALC;LMAN1;GOLGA4;TMED2;ATP1A1;KIF1B;ARFGAP3;PAM;IGF2R;PPT1;SEC24D;DOP1A;RAB9A;SOD1;USO1;ARFGEF1;MON2;CLTC;ARF1;SCRN1;LAMP2;GOSR2;SEC22B;ARCN1;AP2B1,CD8_GZMK__naive_Tcm
prerank,Interferon Gamma Response,-0.30885637979548114,-1.4620577303648663,0.0,0.02745525381885511,0.191,65/174,18.73%,CD38;LGALS3BP;RAPGEF6;HIF1A;ISG15;NCOA3;UBE2L6;IRF7;IRF9;IRF4;PSMB8;STAT2;RNF213;SP110;IRF8;ISG20;PELI1;EPSTI1;NLRC5;TAP1;MX1;OAS2;TRIM25;LAP3;RBCK1;XAF1;RTP4;IFNAR2;VAMP5;IFI35;USP18;PARP12;NMI;NUP93;PSME2;STAT1;SAMHD1;GPR18;PSMB2;MYD88;IFIT1;TRAFD1;KLRK1;PNPT1;MX2;CASP3;GBP4;CASP4;IFI44L;RSAD2;CMPK2;DDX60;ST8SIA4;IFIT3;TRIM14;SAMD9L;MVP;STAT3;MT2A;PSMA2;TRIM21;TNFSF10;ADAR;RNF31;PLSCR1,CD8_GZMK__naive_Tcm
prerank,Androgen Response,0.3874696149187923,1.425617421744627,0.03486750348675035,0.07691649066727553,0.562,23/82,12.98%,INPP4B;CDC14B;TPD52;MAF;DNAJB9;RPS6KA3;LMAN1;IQGAP2;B2M;CDK6;SPCS3;NKX3-1;UBE2J1;SMS;ABHD2;SEC24D;ABCC4;B4GALT1;ELOVL5;HSD17B14;GPD1L;NDRG1;PIAS1,CD8_GZMK__naive_Tcm
prerank,p53 Pathway,0.34807874646204984,1.412951473028355,0.015345268542199489,0.08057918069905055,0.612,49/161,16.75%,S100A4;ZNF365;PERP;STOM;CGRRF1;IER5;ISCU;CD82;CCND2;FOS;DDB2;UPP1;F2R;RXRA;GLS2;SEC61A1;FAS;S100A10;MAPKAPK3;RPS12;CEBPA;RHBDF2;ATF3;TP63;CASP1;SESN1;FBXW7;IER3;TSPYL2;PPP1R15A;DDIT4;NINJ1;RGS16;KIF13B;RPS27L;DRAM1;TNFSF9;NDRG1;TGFB1;IFI30;CDKN2A;RPL36;IRAK1;PROCR;FOXO3;HINT1;BTG2;JUN;CCNG1,CD8_GZMK__naive_Tcm
prerank,Unfolded Protein Response,0.35922211352785016,1.3876736142447221,0.03551912568306011,0.09197706226646234,0.698,20/105,10.46%,HSP90B1;XBP1;ERN1;SRPRA;DNAJB9;PDIA6;RPS14;HERPUD1;CEBPB;SPCS3;SPCS1;SSR1;ERO1A;HSPA5;HYOU1;ATF3;NABP1;EIF4E;TSPYL2;DDIT4,CD8_GZMK__naive_Tcm
prerank,Hedgehog Signaling,0.5196590453134811,1.3706988367106092,0.10561056105610561,0.10010559963468234,0.737,6/17,19.51%,PTCH1;CDK6;CELSR1;AMOT;NF1;ADGRG1,CD8_GZMK__naive_Tcm
prerank,Notch Signaling,0.49320431396438547,1.3547904170549434,0.09780775716694773,0.1072835207489012,0.776,9/20,13.88%,TCF7L2;ARRB1;CUL1;SAP30;PSEN2;NOTCH2;SKP1;FBXW11;APH1A,CD8_GZMK__naive_Tcm
prerank,Apical Junction,-0.2977575401971646,-1.3384195672971475,0.03305785123966942,0.06552486756159029,0.436,25/116,11.23%,FYB1;ACTN1;EVL;PECAM1;LAYN;PLCG1;ACTG1;ACTB;CNN2;DSC1;PTEN;PFN1;RAC2;ARPC2;RHOF;MAP4K2;EPB41L2;IRS1;LDLRAP1;AKT2;RSU1;GAMT;ARHGEF6;ATP1A3;MYH10,CD8_GZMK__naive_Tcm
prerank,UV Response Dn,0.34999396034882596,1.3223130635973779,0.06310013717421124,0.1346662908841829,0.861,41/93,26.38%,BMPR1A;AKT3;INPP4B;DUSP1;SRI;BHLHE40;ACVR2A;NR1D2;RXRA;NOTCH2;ATP2B1;ANXA4;SFMBT1;SLC7A1;ATP2B4;TGFBR3;PTPRM;PRKCE;CDKN1B;DLG1;SYNE1;FYN;PIAS3;ATXN1;ANXA2;RUNX1;PHF3;NR3C1;SMAD7;SMAD3;CDK13;PRDM2;ZMIZ1;ID1;SCAF8;GCNT1;SCN8A;CITED2;ATRX;ARHGEF9;PRKAR2B,CD8_GZMK__naive_Tcm
prerank,Complement,0.3306412743109152,1.3209727378223446,0.04563233376792699,0.12827249742296598,0.866,40/137,19.52%,CPQ;CFH;TIMP1;DPP4;GATA3;CLU;F8;CTSO;ME1;CD59;CTSH;ANXA5;CEBPB;CCL5;CALM1;PDGFB;HSPA5;ITGAM;CASP1;STX4;VCPIP1;CD40LG;PLAUR;L3MBTL4;FYN;MT3;USP14;CTSS;ADAM9;APOBEC3G;BRPF3;GCA;DOCK4;LAMP2;DUSP5;GNGT2;TNFAIP3;PRKCD;CD46;GPD2,CD8_GZMK__naive_Tcm
prerank,Allograft Rejection,0.31973968734001756,1.3132551841025846,0.046875,0.1305249538596191,0.888,40/163,14.80%,TIMP1;IL15;IL2RA;STAT4;GPR65;NCF4;CD40;IL2RB;TPD52;TNF;B2M;ACVR2A;CCND2;CD8A;F2R;CCL5;RIPK2;IL18RAP;KLRD1;PRKCB;FAS;IFNGR1;ICAM1;DYRK3;CD40LG;CD4;MAP4K1;HLA-A;RPL9;HDAC9;IFNG;TGFB1;LY75;CDKN2A;CD3E;PRF1;RPS19;CCR2;RPL39;CTSS,CD8_GZMK__naive_Tcm
prerank,Bile Acid Metabolism,0.3495754294131562,1.2621691564382018,0.12846715328467154,0.18348499824250966,0.96,15/71,13.92%,NR3C2;ABCA5;ABCA2;ABCA3;GSTK1;GCLM;RXRA;NPC1;PHYH;BCAR3;ACSL5;PEX16;OPTN;SOD1;ATXN1,CD8_GZMK__naive_Tcm
prerank,Apical Surface,0.4130440668277956,1.256212450855346,0.1573926868044515,0.18230207203607512,0.968,8/28,15.90%,IL2RB;GATA3;PLAUR;GSTM3;B4GALT1;FLOT2;CRYBG1;CROCC,CD8_GZMK__naive_Tcm
prerank,Estrogen Response Early,0.31525899562808585,1.2225459216886332,0.14824797843665768,0.22123599139981354,0.985,25/119,12.65%,MYBL1;DYNLT3;SNX24;ADCY9;CHPT1;ABCA3;NAV2;XBP1;SH3BP5;PLAAT3;SVIL;BHLHE40;AREG;FOS;LRIG1;GAB2;RPS6KA2;TJP3;ASB13;ABHD2;TIPARP;B4GALT1;ELOVL5;RARA;ENDOD1,CD8_GZMK__naive_Tcm
prerank,DNA Repair,-0.2657188334388296,-1.2099426867680838,0.100418410041841,0.15064033328190093,0.764,49/142,21.99%,PDE6G;SRSF6;RALA;IMPDH2;POLD4;TAF9;NME1;POM121;NT5C3A;ERCC4;ZWINT;NT5C;TP53;GTF2H5;POLR2G;RFC3;POLR1D;SUPT4H1;ADA;HPRT1;RAE1;CANT1;SDCBP;CLP1;NCBP2;GTF3C5;MPG;RBX1;ERCC3;TARBP2;SAC3D1;TYMS;DDB1;POLR2A;CMPK2;ELOA;VPS37D;ITPA;TSG101;AAAS;ERCC2;PCNA;NUDT21;VPS37B;DGCR8;USP11;VPS28;FEN1;POLB,CD8_GZMK__naive_Tcm
prerank,Reactive Oxygen Species Pathway,0.3696709027427782,1.2088242247341057,0.1952662721893491,0.23124892973343225,0.988,14/44,14.88%,FTL;PRNP;GCLM;TXN;SELENOS;MSRA;SOD2;PRDX4;SRXN1;GLRX2;SOD1;GCLC;PRDX2;GPX4,CD8_GZMK__naive_Tcm
prerank,Spermatogenesis,0.3201107966415327,1.1411485542592732,0.24383164005805516,0.3433229015950385,1.0,21/64,24.16%,MLF1;PEBP1;ACE;PCSK1N;JAM3;ARL4A;MLLT10;IL12RB2;GSTM3;NPHP1;CCT6B;SIRT1;PRKAR2A;PACRG;PARP2;MAST2;GFI1;NCAPH;HSPA1L;BRAF;HSPA2,CD8_GZMK__naive_Tcm
prerank,KRAS Signaling Dn,-0.2858548989523243,-1.1406126284643694,0.1962025316455696,0.2219214206561838,0.891,22/61,18.88%,CHST2;CCDC106;LYPD3;BARD1;MX1;STAG3;MACROH2A2;PTPRJ;GAMT;PLAG1;COQ8A;GTF3C5;LFNG;SGK1;CELSR2;SNN;IFI44L;RSAD2;ASB7;SPHK2;OXT;PDK2,CD8_GZMK__naive_Tcm
prerank,Glycolysis,0.28370733803676346,1.1293336794630233,0.23667100130039012,0.3512020282740644,1.0,26/139,13.34%,IGFBP3;ENO2;RRAGD;ME1;SAP30;TXN;TGFBI;CXCR4;NT5E;ERO1A;HSPA5;MXI1;GMPPB;P4HA1;SLC25A13;UGP2;PAM;CTH;HAX1;IER3;DDIT4;B4GALT1;ALDOA;SOD1;GFPT1;GCLC,CD8_GZMK__naive_Tcm
prerank,Adipogenesis,0.2648826926607177,1.080850450642601,0.29234629861982436,0.43900336777213306,1.0,38/162,18.32%,DHRS7;LTC4S;STOM;ELOVL6;DNAJB9;GPHN;ME1;MGST3;CD151;APLP2;CHCHD10;TANK;IFNGR1;ARL4A;CMPK1;SORBS1;NDUFB7;AGPAT3;QDPR;FAH;PHYH;NABP1;REEP5;MAP4K3;ALDOA;SOD1;GBE1;ITSN1;GPX4;UBC;SLC25A1;UQCR11;RAB34;PEMT;REEP6;UCK1;GHITM;YWHAG,CD8_GZMK__naive_Tcm
prerank,PI3K/AKT/mTOR  Signaling,-0.2521541726864083,-1.0636954066190556,0.33687943262411346,0.33522990279277887,0.969,24/91,14.12%,PLCG1;PDK1;LCK;TIAM1;STAT2;PTEN;PFN1;CAMK4;AP2M1;ARPC3;PRKAG1;UBE2N;TSC2;TRIB3;GRB2;MAP2K3;ACTR2;MYD88;RPTOR;ITPR2;PPP1CA;SMAD2;RAC1;CSNK2B,CD8_GZMK__naive_Tcm
prerank,mTORC1 Signaling,0.2547265547760492,1.052247615196894,0.35804020100502515,0.48416664105344964,1.0,53/190,23.79%,HSP90B1;SYTL2;XBP1;ELOVL6;CANX;SQSTM1;NIBAN1;ME1;BHLHE40;TBK1;DAPP1;SSR1;CXCR4;NUP205;ERO1A;HSPA5;SKAP2;P4HA1;RPN1;CTH;QDPR;UFM1;PPP1R15A;DDIT4;UCHL5;ELOVL5;ALDOA;PSMD12;IFI30;SERP1;USO1;GCLC;GBE1;RAB1A;BTG2;CCNG1;HMGCS1;NFIL3;CDKN1A;FGL2;FADS1;ARPC5L;PRDX1;SLA;SLC37A4;FKBP2;WARS1;SERPINH1;CYP51A1;DDIT3;TPI1;HSPE1;SLC7A5,CD8_GZMK__naive_Tcm
prerank,Wnt-beta Catenin Signaling,0.3397597399854622,1.0313935758354953,0.4126738794435858,0.5192140596558656,1.0,7/30,9.61%,PTCH1;CUL1;CCND2;PSEN2;WNT1;CSNK1E;AXIN2,CD8_GZMK__naive_Tcm
prerank,IL-6/JAK/STAT3 Signaling,0.29718827428027855,1.0212990704133147,0.43267776096822996,0.5252868314401506,1.0,17/53,18.43%,IL2RA;TNF;IL18R1;LEPR;IL15RA;FAS;A2M;IFNGR1;ITGA4;HAX1;PTPN1;TGFB1;MAP3K8;CSF1;JUN;ACVR1B;CD44,CD8_GZMK__naive_Tcm
prerank,heme Metabolism,0.24654006825084437,0.9990407557441183,0.4540750323415265,0.5589793150687627,1.0,34/147,17.79%,DMTN;ARHGEF12;TENT5C;KAT2B;MGST3;PICALM;GCLM;MARCHF8;FN3K;CAST;ARL2BP;SLC25A37;MXI1;ACSL6;MFHAS1;DAAM1;OPTN;BLVRA;RAD23A;ENDOD1;GCLC;H4C3;HAGH;HBB;SLC10A3;PRDX2;FOXO3;TMCC2;KHNYN;BTG2;TSPAN5;AGPAT4;LAMP2;LPIN2,CD8_GZMK__naive_Tcm
prerank,Estrogen Response Late,0.25745234842584686,0.9973153762957494,0.4642857142857143,0.5442424415396617,1.0,24/109,16.84%,DYNLT3;PERP;ID2;CHPT1;ABCA3;LSR;XBP1;PLAAT3;AREG;FOS;CACNA2D2;RPS6KA2;LLGL2;TJP3;ABHD2;ATP2B4;MAPK13;ELOVL5;DUSP2;DNAJC1;UGDH;BCL2;ZFP36;ARL3,CD8_GZMK__naive_Tcm
prerank,TGF-beta Signaling,-0.25393580138339855,-0.9653810616714711,0.5279329608938548,0.5371084709149823,0.999,5/47,3.49%,SPTBN1;NOG;FKBP1A;ID3;HDAC1,CD8_GZMK__naive_Tcm
prerank,Cholesterol Homeostasis,0.2719558961341515,0.9530609757146525,0.5382395382395382,0.6292522956642466,1.0,10/61,10.20%,ABCA2;NIBAN1;CLU;ERRFI1;ANXA5;ACSS2;ATF3;S100A11;PLAUR;CXCL16,CD8_GZMK__naive_Tcm
prerank,Xenobiotic Metabolism,0.24247805880547466,0.949447815967879,0.5745257452574526,0.6174858368057538,1.0,26/112,19.71%,DHRS7;ID2;SSR3;UPP1;PTGDS;NDRG2;NPC1;FAS;PTGES3;FAH;FBP1;ELOVL5;NINJ1;GSS;GABARAPL1;GCLC;UGDH;MARCHF6;PEMT;TMBIM6;CASP6;BPHL;LPIN2;ITIH4;LONP1;MAN1A1,CD8_GZMK__naive_Tcm
prerank,UV Response Up,0.23320158501943153,0.89894411192393,0.6716417910447762,0.7101380838466289,1.0,32/114,21.17%,ENO2;SQSTM1;SELENOW;RHOB;HLA-F;CYB5R1;NPTXR;FOS;SLC25A4;ABCB1;FOSB;ATF3;RPN1;PRPF3;SOD2;ICAM1;PPT1;SIGMAR1;ALDOA;TGFBRAP1;NFKBIA;RAB27A;BTG2;TMBIM6;EIF5;GLS;CREG1;DNAJB1;PRKCD;BSG;PARP2;DNAJA1,CD8_GZMK__naive_Tcm
prerank,Fatty Acid Metabolism,0.22670318660919717,0.8873912587868822,0.7156208277703605,0.7139895172636096,1.0,27/124,19.52%,LTC4S;ENO2;GLUL;ME1;IL4I1;S100A10;SMS;ERP29;HSP90AA1;ODC1;ACSL5;ELOVL5;LGALS1;ALDOA;SUCLG2;BLVRA;ACSM3;GABARAPL1;ECI1;UGDH;PCBD1;REEP6;BPHL;HMGCS1;CBR3;ALDH3A2;GPD2,CD8_GZMK__naive_Tcm
prerank,Pperoxisome,0.20273174424924062,0.7553770351807361,0.9010989010989011,0.9142359723728524,1.0,13/83,13.92%,GSTK1;TSPO;CNBP;SLC25A4;ABCB1;ESR2;SOD2;CADM1;STS;ACSL5;ELOVL5;SOD1;ATXN1,CD8_GZMK__naive_Tcm
prerank,Interferon Gamma Response,-0.5306199462753343,-2.5849354552741293,0.0,0.0,0.0,82/175,15.34%,IFI27;CD38;TNFAIP3;APOL6;JAK2;LY6E;CCL5;GBP4;UBE2L6;IRF7;PLSCR1;IRF9;STAT1;NAMPT;RNF213;GCH1;STAT2;LAP3;PARP12;USP18;TAP1;CD69;ARID5B;ISG15;LGALS3BP;HELZ2;XAF1;STAT3;GPR18;ISG20;ISOC1;EPSTI1;IRF8;PSME2;MYD88;IFI44L;MTHFD2;SAMD9L;IFIT1;PSME1;OAS2;RNF31;PSMB8;PSMB2;PELI1;NFKB1;ZNFX1;WARS1;SPPL2A;RSAD2;SP110;SAMHD1;TOR1B;NUP93;NLRC5;CDKN1A;TRAFD1;MX1;CD274;CD74;IFIT3;AUTS2;CD86;IFI35;BANK1;TRIM25;BST2;HIF1A;PARP14;IFIH1;PDE4B;RBCK1;CMPK2;ADAR;DDX60;ST3GAL5;PSMB10;PSMB9;CASP3;NCOA3;OASL;TAPBP,CD8_Tem
prerank,Interferon Alpha Response,-0.5793371137264066,-2.573046546134074,0.0,0.0,0.0,45/93,15.04%,IFI27;LY6E;GBP4;UBE2L6;IRF7;PLSCR1;IRF9;STAT2;LAP3;PARP12;USP18;OAS1;GBP2;TAP1;ISG15;LGALS3BP;HELZ2;PARP9;ISG20;EPSTI1;PSME2;IFI44L;SAMD9L;PSME1;RNF31;PSMB8;SAMD9;WARS1;RSAD2;SP110;CNP;TRAFD1;MX1;CD74;IFIT3;IFI35;TRIM25;BST2;PARP14;IFIH1;CMPK2;ADAR;DDX60;PSMB9;OASL,CD8_Tem
