Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cell_type
prerank,Myogenesis,0.2155268606073672,0.9036407058921704,0.6520423600605144,0.7937604321568389,1.0,21/88,19.71%,CLU;SVIL;LARGE1;IGFBP7;SGCD;GNAO1;PRNP;COL6A2;MAPRE3;LAMA2;ITGB1;DMPK;PKIA;SORBS3;CRAT;KIFC3;ADCY9;RB1;WWTR1;PDLIM7;PFKM,CD56_dim_CD16__KLRC2__NK
prerank,Estrogen Response Early,-0.1912449327304406,-0.8954811140962028,0.7508532423208191,0.7845482534830664,0.999,22/111,16.48%,CLIC3;NBL1;JAK2;UNC119;FCMR;TMEM164;TIPARP;ABLIM1;CANT1;SLC27A2;SLC37A1;MED24;RBBP8;B4GALT1;FKBP4;SLC26A2;WFS1;KAZN;CELSR2;FASN;ENDOD1;BAG1,CD56_dim_CD16__KLRC2__NK
prerank,Mitotic Spindle,-0.17514361840271947,-0.8833523842701416,0.8160535117056856,0.7902755759756225,0.999,25/172,12.46%,NIN;CENPF;CYTH2;CLASP1;STAU1;TRIO;KIF5B;ARF6;ROCK1;ATG4B;LMNB1;PRC1;YWHAE;TOP2A;TLK1;NCK1;EPB41;SSH2;FBXO5;RASA1;MAP1S;WASF2;NET1;CEP250;SPTAN1,CD56_dim_CD16__KLRC2__NK
prerank,mTORC1 Signaling,-0.1667822528185953,-0.861506372775753,0.8649789029535865,0.8128618925303778,1.0,57/186,23.87%,G6PD;HSPD1;GAPDH;SEC11A;HSPE1;PSMC4;PSMA4;ENO1;UNG;NFYC;ACTR2;DAPP1;USO1;EPRS1;WARS1;SLC2A3;CORO1A;HSPA4;CACYBP;PNO1;LTA4H;IMMT;RPN1;PPA1;PFKL;RRM2;SLC37A4;TFRC;COPS5;RIT1;CD9;IDH1;ATP6V1D;PSMC6;ERO1A;PSPH;ATP5MC1;ACLY;UBE2D3;AURKA;FDXR;ACSL3;RPA1;TPI1;POLR3G;EIF2S2;SORD;HSPA9;RAB1A;ETF1;LDHA;GLRX;PGK1;YKT6;GSK3B;STIP1;SERPINH1,CD56_dim_CD16__KLRC2__NK
prerank,Bile Acid Metabolism,0.21924614742453644,0.8583105742358236,0.7318181818181818,0.8515598919607903,1.0,19/67,24.88%,NR3C2;PEX1;FADS1;PHYH;RXRA;EPHX2;HSD17B11;ABCA5;GCLM;PEX7;FADS2;PFKM;RETSAT;HACL1;PXMP2;SOD1;LONP2;ABCA3;SLC23A2,CD56_dim_CD16__KLRC2__NK
prerank,Apical Surface,0.26196410077792853,0.8371868409632339,0.7077922077922078,0.8450087206136742,1.0,11/26,25.28%,MAL;CROCC;TMEM8B;GSTM3;BRCA1;ATP8B1;LYN;GAS1;PLAUR;EFNA5;AKAP7,CD56_dim_CD16__KLRC2__NK
prerank,p53 Pathway,0.18433033358442738,0.8313885607974151,0.8671140939597315,0.8077751813298534,1.0,35/161,20.24%,JUN;IER5;BTG2;CYFIP2;SAT1;NDRG1;ACVR1B;IER3;CEBPA;RAD51C;TP63;RXRA;FOXO3;SOCS1;PPP1R15A;RPS12;ZNF365;S100A4;HEXIM1;PLK2;F2R;PTPRE;FAM162A;CDK5R1;TSC22D1;DDB2;CCND2;MXD1;RB1;PERP;KIF13B;CTSF;FUCA1;RETSAT;CCP110,CD56_dim_CD16__KLRC2__NK
prerank,Myc Targets V2,-0.20627875251038152,-0.8304291310535344,0.77088948787062,0.8433782975612998,1.0,6/53,8.08%,HSPD1;BYSL;HSPE1;IPO4;UNG;PES1,CD56_dim_CD16__KLRC2__NK
prerank,Interferon Alpha Response,-0.746110133428594,-3.310168662284418,0.0,0.0,0.0,57/94,9.60%,LGALS3BP;IFI27;OAS1;USP18;GBP4;IRF7;PLSCR1;CNP;UBE2L6;STAT2;IFI44L;ISG15;PARP9;IRF9;SAMD9;PARP14;CMPK2;EPSTI1;IFI44;LY6E;SAMD9L;MX1;TAP1;IFI35;PSME2;OGFR;CCRL2;SP110;PSMB8;LAP3;TRAFD1;RSAD2;IFIT3;IFIH1;HERC6;EIF2AK2;IFITM2;MOV10;PARP12;TRIM25;NMI;BST2;DDX60;IFITM1;ADAR;ISG20;RNF31;TMEM140;PSME1;PSMB9;OASL;TRIM14;TRIM5;HELZ2;CD74;RIPK2;TRIM21,CD56_dim_CD16__NK
prerank,G2-M Checkpoint,-0.6156510472173609,-3.08842118527998,0.0,0.0,0.0,113/195,20.19%,H2BC12;HMGA1;NUP50;RBM14;NUMA1;NASP;CENPE;FBXO5;KNL1;LIG3;E2F3;LBR;CKS1B;SMC4;KIF4A;AURKB;TACC3;CENPF;KIF15;KIF2C;TOP2A;CKS2;H2AZ1;KIF11;KPNA2;ODF2;STIL;NUSAP1;BIRC5;LMNB1;TPX2;EZH2;MKI67;NEK2;BARD1;KIF23;CDK1;POLQ;PML;E2F2;TLE3;CDKN3;PRC1;NDC80;MCM5;BUB1;GSPT1;MYBL2;CHMP1A;CDC6;TROAP;ESPL1;MAP3K20;H2AX;UBE2C;ORC6;MNAT1;PBK;CCNA2;HSPA8;HNRNPU;CDC20;HMGB3;MAD2L1;UPF1;CCNB2;TTK;CDC25A;RAD54L;HMMR;HNRNPD;KIF5B;TRAIP;PLK4;RAD23B;STMN1;PLK1;NSD2;TOP1;CDC45;MCM2;JPT1;H2AZ2;BCL3;BRCA2;DTYMK;CDC7;KIF20B;HMGN2;KMT5A;EXO1;MCM6;GINS2;ATRX;UBE2S;XPO1;RAD21;E2F1;SMC2;DR1;RACGAP1;TMPO;SMC1A;CCNF;MCM3;SRSF2;EWSR1;SLC12A2;MYC;CUL1;SLC7A5;PRIM2;CCNT1,CD56_dim_CD16__NK
prerank,Interferon Gamma Response,-0.6252277924278724,-3.078170295270371,0.0,0.0,0.0,102/182,17.26%,LGALS3BP;IFI27;CD38;USP18;GBP4;IRF7;RNF213;PLSCR1;UBE2L6;STAT2;ISOC1;IFI44L;ISG15;JAK2;STAT1;IRF9;XAF1;OAS2;PARP14;CMPK2;EPSTI1;IFI44;LY6E;SAMD9L;IFIT1;OAS3;MX1;RBCK1;TAP1;IFI35;PTPN2;PSME2;OGFR;PLA2G4A;SP110;PSMB8;GPR18;VAMP5;GCH1;LAP3;TRAFD1;RSAD2;IFIT3;IFIH1;HERC6;EIF2AK2;APOL6;IFITM2;PARP12;TRIM25;NMI;ZNFX1;BST2;DDX60;PML;TNFAIP3;NLRC5;PTGS2;ADAR;ISG20;MX2;MTHFD2;RNF31;PSME1;CASP4;IRF8;PSMB9;SPPL2A;OASL;TRIM14;MYD88;STAT3;HELZ2;CD74;KLRK1;RIPK2;PSMB10;TRIM21;AUTS2;ARID5B;PDE4B;PSMB2;CIITA;ST3GAL5;ZBP1;IRF4;NUP93;WARS1;MVP;PSMA3;IRF5;NCOA3;NOD1;PNPT1;ITGB7;RAPGEF6;HLA-B;DHX58;CASP7;PIM1;RTP4;BANK1,CD56_dim_CD16__NK
prerank,E2F Targets,-0.6027069361981241,-2.9782029654324385,0.0,0.0,0.0,123/200,22.00%,HMGA1;NASP;CENPE;LBR;KIF18B;CKS1B;SMC4;SPAG5;KIF4A;AURKB;TACC3;SMC6;MELK;KIF2C;TOP2A;CKS2;H2AZ1;RFC3;PCNA;CHEK2;KPNA2;BIRC5;LMNB1;RRM2;GINS1;E2F8;EZH2;MKI67;BRCA1;DLGAP5;CTPS1;UNG;BARD1;CDK1;SPC24;DIAPH3;CDKN3;MCM5;DNMT1;SLBP;GSPT1;TUBG1;MYBL2;PSIP1;ESPL1;H2AX;CDCA8;MTHFD2;ORC6;NBN;DEPDC1;UBE2T;SPC25;ATAD2;RPA1;CDC20;HMGB3;MAD2L1;TUBB;USP1;CCNB2;CDC25A;CDCA3;HMMR;DSCC1;HNRNPD;CIT;TK1;ASF1B;HMGB2;PLK4;STMN1;PLK1;DCK;RAN;MCM4;PSMC3IP;MCM2;DEK;IPO7;BRMS1L;XRCC6;JPT1;ZW10;BUB1B;NCAPD2;BRCA2;ING3;MSH2;POLD1;MCM6;UBE2S;RBBP7;XPO1;POLD3;WEE1;GINS3;RAD21;RNASEH2A;DUT;TRIP13;CCNE1;RACGAP1;TMPO;PMS2;RAD51AP1;SSRP1;CENPM;HELLS;SMC1A;MCM3;SRSF2;DCLRE1B;MYC;MCM7;DCTPP1;PRIM2;RANBP1;PPM1D;TCF19;RPA3;RFC2;AK2,CD56_dim_CD16__NK
prerank,Mitotic Spindle,-0.4786770281084242,-2.4225444550771926,0.0,0.0,0.0,79/190,17.80%,NIN;NUMA1;CENPE;FBXO5;YWHAE;CEP250;SMC4;KIF4A;ECT2;CENPF;KIF15;KIF2C;TOP2A;CKAP5;KIF11;MAP1S;PKD2;NUSAP1;BIRC5;LMNB1;ANLN;TPX2;DLGAP5;NEK2;KIF23;CDK1;CDC42BPA;PRC1;CD2AP;NDC80;BUB1;ESPL1;TLK1;ATG4B;RASA2;ROCK1;RANBP9;HOOK3;RALBP1;TRIO;ARHGAP27;CCNB2;TTK;WASF2;KATNB1;DOCK2;ARF6;CNTROB;GEMIN4;PCNT;KIF5B;CYTH2;PLK1;SAC3D1;MYH9;STAU1;BRCA2;KNTC1;CLASP1;KIF20B;SPTAN1;ARL8A;PPP4R2;NET1;MAP3K11;CEP57;RASA1;APC;HDAC6;ARHGAP4;AKAP13;RAPGEF6;ARAP3;SOS1;RACGAP1;TAOK2;TSC1;PXN;NCK2,CD56_dim_CD16__NK
prerank,Myc Targets V1,-0.40790275501068346,-2.04986179835633,0.0,0.0,0.0,100/199,25.30%,YWHAE;PSMA1;TRIM28;PPM1G;CCT4;PRPS2;H2AZ1;HNRNPA2B1;PCNA;KPNA2;SERBP1;TYMS;CCT2;CTPS1;PSMC4;HPRT1;CCT3;HDAC2;MCM5;HSPD1;PSMD8;GSPT1;EIF3J;PCBP1;CCT5;SET;FAM120A;CCNA2;HNRNPU;EIF3B;CDC20;EIF4G2;MAD2L1;PSMD1;USP1;HNRNPR;UBE2L3;HNRNPD;COPS5;PSMA4;PTGES3;COX5A;RAD23B;RAN;SF3B3;CDC45;CCT7;HSPE1;MCM4;MCM2;RUVBL2;DEK;PSMB2;XRCC6;HNRNPA3;VDAC1;PSMA7;AP3S1;STARD7;IFRD1;PRDX3;CDK2;MCM6;LSM2;PABPC1;LSM7;PSMB3;SRPK1;MRPL23;XPO1;DUT;RNPS1;VBP1;PGK1;SRSF2;MYC;EIF4A1;MCM7;CUL1;PSMC6;HNRNPC;RANBP1;LDHA;DDX21;PSMD14;KARS1;NOP16;KPNB1;PSMA6;TCP1;IARS1;U2AF1;EIF4H;CANX;SF3A1;TFDP1;BUB3;NME1;EPRS1;EIF2S1,CD56_dim_CD16__NK
prerank,Allograft Rejection,-0.3822599752424061,-1.8559104800386268,0.0,0.0012545456086665366,0.004,50/167,15.37%,TRAT1;IRF7;JAK2;IL2RG;CD79A;STAT1;GZMB;EIF3A;FYB1;TAP1;TAP2;CCND2;FASLG;ETS1;WAS;BRCA1;NCR1;TRAF2;EIF3J;UBE2D1;ELF4;LY86;CD7;IRF8;LYN;CD74;PTPRC;CD3G;RIPK2;PSMB10;FGR;CD96;GPR65;HLA-DRA;CSK;EIF5A;IL16;CCL4;BCL3;CD4;TLR2;IKBKB;IRF4;WARS1;DEGS1;KLRD1;CD40LG;SIT1;AARS1;CTSS,CD56_dim_CD16__NK
prerank,mTORC1 Signaling,-0.345175902426833,-1.7248431333126297,0.0,0.005763068889811902,0.021,86/193,27.42%,CD9;IMMT;RRM2;GPI;TXNRD1;UNG;GSR;PSMC4;RPN1;HPRT1;HSPD1;SHMT2;BUB1;TUBG1;ACLY;MTHFD2;MLLT11;PHGDH;MTHFD2L;NFYC;RPA1;CDC25A;SLC1A4;PITPNB;PFKL;COPS5;HK2;PSMA4;CACYBP;PLK1;HSPE1;MCM4;MCM2;GAPDH;FDXR;MAP2K3;GGA2;SLA;STIP1;IFRD1;ATP6V1D;PSMD13;ACTR2;GCLC;WARS1;SLC6A6;PSMA3;UBE2D3;RIT1;TRIB3;TES;ADD3;SLC2A3;TPI1;PGK1;UCHL5;ENO1;SRD5A1;HSPA5;PSPH;CCNF;DDIT3;PSMC6;GSK3B;SLC7A5;CALR;LDHA;G6PD;PSMD14;NAMPT;TFRC;CCT6A;CYB5B;TBK1;CANX;DHFR;AURKA;EPRS1;IDH1;FKBP2;PPIA;DAPP1;NMT1;CDKN1A;ATP2A2;ABCF2,CD56_dim_CD16__NK
prerank,KRAS Signaling Up,-0.35926507901860777,-1.6641434913078768,0.0,0.009513637532387903,0.039,25/124,8.20%,GUCY1A1;NIN;ADGRA2;ENG;IL2RG;BTBD3;ADAM8;SCG5;CCND2;PSMB8;CBR4;TSPAN13;ETS1;TRIB2;RBM4;TNFAIP3;PTGS2;SPRY2;SATB1;IRF8;SDCCAG8;CBX8;DOCK2;GNG11;FCER1G,CD56_dim_CD16__NK
prerank,PI3K/AKT/mTOR  Signaling,-0.36202638667513526,-1.6466496327136677,0.0027548209366391185,0.010318637631282263,0.047,36/94,24.23%,STAT2;IL2RG;CAMK4;FASLG;PTEN;TRAF2;CDK1;ARPC3;MYD88;MAPK1;AP2M1;RPS6KA3;CSNK2B;RAC1;MAP2K3;SLA;ATF1;CDK2;ACTR2;UBE2D3;RIT1;TRIB3;NOD1;MAP2K6;E2F1;RALB;PPP1CA;DDIT3;PPP2R1B;GSK3B;CALR;AKT1S1;RPS6KA1;TBK1;NCK1;PRKCB,CD56_dim_CD16__NK
prerank,UV Response Up,-0.3394949513001785,-1.580651783178027,0.0030581039755351682,0.017563638521331512,0.087,50/125,23.54%,E2F5;CNP;MARK2;TAP1;ARRB2;CDC34;BAK1;GCH1;TARS1;STARD3;RPN1;FKBP4;PTPRD;H2AX;STK25;HMOX1;CHKA;HNRNPU;LYN;GGH;PPIF;PPAT;STIP1;NAT1;CDK2;GRINA;ALAS1;ACAA1;MGAT1;POLR2H;MRPL23;HYAL2;CDC5L;BID;CCNE1;ATP6V1F;BTG3;KLHDC3;PSMC3;CASP3;TST;JUNB;DDX21;IRF1;RXRB;NXF1;DNAJB1;CREG1;TFRC;CYB5B,CD56_dim_CD16__NK
prerank,IL-6/JAK/STAT3 Signaling,-0.3772809522856119,-1.5793440443857698,0.005305039787798408,0.016282956545817757,0.088,12/64,7.54%,CD38;STAT2;IL2RG;STAT1;CD9;IRF9;PTPN2;BAK1;HMOX1;ITGA4;MYD88;STAT3,CD56_dim_CD16__NK
prerank,Epithelial Mesenchymal Transition,0.37605287267250337,1.5755115845871166,0.006042296072507553,0.059352350141537315,0.143,30/106,18.85%,TIMP1;IGFBP3;ENO2;LAMA2;MAGEE1;LOXL1;PLOD3;RHOB;LRP1;SGCB;VIM;GLIPR1;ADAM12;JUN;COL5A3;CD59;PFN2;COL6A2;MYL9;SDC4;IGFBP2;TPM1;COPA;PCOLCE;CADM1;PVR;PLAUR;TGFBI;SAT1;CRLF1,CD56_dim_CD16__NK
prerank,Unfolded Protein Response,-0.3296593235841999,-1.5195782444436894,0.0,0.025669933223484518,0.146,39/109,22.72%,DCP2;CKS1B;EXOSC4;IFIT1;EIF4G1;TARS1;H2AX;CNOT2;MTHFD2;PDIA5;ATP6V0D1;DNAJA4;KHSRP;SLC1A4;SHC1;GEMIN4;KIF5B;TATDN2;EXOSC1;DCTN1;NFYA;EEF2;CNOT6;ALDH18A1;BANF1;YWHAZ;HYOU1;VEGFA;HSPA5;LSM1;EIF4A3;EIF4A1;SLC7A5;CALR;PARN;ERN1;FUS;CXXC1;IARS1,CD56_dim_CD16__NK
prerank,Oxidative Phosphorylation,-0.290604435273171,-1.4639643472320794,0.0,0.03795000466216274,0.219,75/198,27.33%,IDH2;IMMT;HADHB;ATP5F1B;TIMM50;GPI;BDH2;CPT1A;ATP5F1C;CYCS;LDHB;SLC25A5;NDUFA2;PDP1;SLC25A20;TIMM13;BCKDHA;AIFM1;HTRA2;COX5A;MTX2;ETFA;VDAC2;RETSAT;VDAC1;SLC25A11;NDUFA9;PRDX3;ATP6V1D;ECH1;PDHB;ALAS1;ACAA1;ATP5MC3;BAX;NDUFB4;UQCRC1;COX10;ATP5MF;MFN2;MRPS30;ATP6V1F;IDH3G;UQCR10;NDUFB5;CASP7;COX15;MRPL35;ECHS1;FH;TCIRG1;RHOT1;NDUFA7;LDHA;MDH1;DECR1;CS;MRPS15;ATP6AP1;TIMM8B;NDUFA8;ATP6V0B;NDUFB6;MRPS12;NDUFS8;SUCLG1;IDH1;MDH2;UQCRC2;ACADVL;ATP6V1C1;NDUFA3;COX8A;TOMM22;HSD17B10,CD56_dim_CD16__NK
prerank,TNF-alpha Signaling via NF-kB,-0.2943004075679919,-1.4378453656065469,0.0032258064516129032,0.04361636899463992,0.26,66/169,24.22%,GPR183;DENND5A;TAP1;CCRL2;GCH1;SNN;IFIH1;TNFAIP3;PTGS2;NR4A3;TIPARP;PANX1;TNIP1;RIPK2;PDE4B;PTGER4;CCL4;GADD45A;MAP2K3;BCL3;TNFSF9;NFAT5;SPHK1;ATP2B1;TLR2;ZFP36;SERPINE1;IL7R;SIK1;MCL1;MAP3K8;KLF4;IRS2;SLC2A3;EFNA1;DUSP5;PFKFB3;FUT4;JAG1;PLK2;B4GALT1;VEGFA;REL;BTG3;PMEPA1;MYC;HBEGF;TNIP2;STAT5A;PHLDA2;FOSL2;BCL2A1;JUNB;IRF1;PLEK;CEBPD;RELA;NAMPT;DUSP4;DUSP2;IL15RA;BCL6;TSC22D1;SGK1;ABCA1;B4GALT5,CD56_dim_CD16__NK
